APPROVED SYMBOL	ALIASES
MAPK13	SAPK4, P38DELTA
SFXN1	FLJ12876
RAB4B	FLJ78649, MGC52123
PARK16	
RNU6-790P	
RNU7-7P	U7.7
RN7SL52P	
LPP	
OR1F8~WITHDRAWN	
MPV17L	FLJ39599, MLPH1, MLPH2, MPV17L1
ENOX2	APK1, TNOX
GPR115	FLJ38076, PGR18
STAT3	APRF
KRT18P42	
ADCK5	FLJ35454
NME6	NM23-H6, IPIA-ALPHA
NDUFAB1	SDAP, FASN2A, ACP
SLC25A4	T1
COL6A2	
RPL7AP64	
TRBV7-1	TRBV71, TCRBV6S7P, TCRBV7S1
FAM46C	FLJ20202
WRAP73	
SNRPGP3	
EIF4A1P2	
ARL5AP3	
RNA5SP426	
MED27	TRAP37, CRSP34
NBPF2P	
BMIQ6	
SCUBE1	
WRBP1	
FRA9C	
FRA2K	
EIF5AP2	
RARRES2P9	
RAB1C	
PTCHD2	KIAA1337, DISP3
MIEN1	MGC14832, ORB3, XTP4, C35, RDX12
CENPC	CENP-C, HCP-4, MIF2
KRTAP22-2	KAP22.2
SNX18P4	
OTUD7B	CEZANNE
KIAA0100	DKFZP686M0843, MGC111488, BCOX1, CT101, BCOX
RPSAP31	
RNU6-17P	
TRNAI27~WITHDRAWN	
TCTEX1D2	MGC33212
FAM72D	
BATF2	MGC20410
SH3GL1	SH3P8, SH3D2B, CNSA1, EEN, MGC111371
TRIM51FP	
BLIMP1~WITHDRAWN	
NYAP1	FLJ37538
LDHAP5	
PSMD13	P40.5, RPN9
C5ORF47	LOC133491
GJB3	CX31
RTF1	
CANX	CNX, IP90, P90
ANKS1B	EB-1, AIDA-1, CAJALIN-2, ANKS2
MIR3139	HSA-MIR-3139
EEC1	
ERVS71-1	ENVT
AP5Z1	SPG48, ZETA
INSRL	
OR10H1	
NUDC	NUDC
HMGN1P33	
PRDX3	MER5, AOP-1, SP-22
PRKCB2~WITHDRAWN	
MGA1~WITHDRAWN	
GPR182	HRHAMR, G10D, AM-R
RN7SL656P	
TWSG1	TSG
TMEM200A	TTMC
PRR13	FLJ23818, DKFZP564J157
MKS3~WITHDRAWN	
RNU6-1045P	
LINC00634	
MTRNR2L4	
MTTFX	
RNU7-159P	
PLB1	PLB, FLJ30866
CORO1C	CORONIN-3, HCRNN4
PUAB1~WITHDRAWN	
ATP2A3	SERCA3
C3ORF67	FLJ42117, FLJ42930
MPEG1	MPG1
ARSK	DKFZP313G1735, TSULF
CEACAM8	CD66B
ATP5A1P4	
TMEM225	PMP22CD
RTL1	PEG11, MART1, MAR1
NR2F1-AS1	FLJ42709
AASS	LORSDH, LKRSDH
RPS15P3~WITHDRAWN	
MIR4512	HSA-MIR-4512
POU5F1P3	POU5FLC12
ST6GALNAC1	ST6GALNACI
KRT18P40	
TRIM48	RNF101
OR5F1	OR11-10
ATF6	ATF6A
FAM9A	TEX39A
ZBTB11	ZNF-U69274, ZNF913
BEND6	FLJ30162, BA203B9.1
MMADHC	CL25022, CBLD
COPB1	
IFT27	RAYL
ZNF148	BERF-1, ZBP-89, BFCOL1, HT-BETA, ZFP148, PHZ-52
RNU6-23P	
TAX1BP2~WITHDRAWN	
DNAJC7	TPR2
GRK1	GPRK1, RK
PDCD5	TFAR19, MGC9294
GPR21	
REV3L-IT1	
MIRLET7I	HSA-LET-7I
PALM2	
PANDAR	PANDA
FAM21D	BA592B15.4
GEM	KIR
LPC1~WITHDRAWN	
GATSL3	
TMEM59	HSPC001
METTL21A	LOC151194, HCA557B, HSPA-KMT
OR10R3P	
RNU6-76P	
MYO1F	
NKAIN1	FLJ12650
CDY1	CDY1A
TRNAC24	
RN7SKP277	
CA5BP1	PRO2325
DLG5-AS1	
ABCC9	SUR2, CMD1O
HTR1B	S12, 5-HT1B, HTR1D2, 5-HT1DB
IP6K1	KIAA0263
BMP1	
VN1R42P	
MIR4425	HSA-MIR-4425
RPS2P42	
KRT18P7	
KRT8P16	
RNU6-1081P	
TEDDM1	HE9, EPDD1, TMEM45C, EDDM9
GRAMD1B	KIAA1201
HIST1H2AM	H2A/N, H2A.1
RPL23AP40	
ESB3	
RPL39P42~WITHDRAWN	
PRDM16	MEL1, PFM13, KIAA1675, MGC166915
SLC27A5	FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB
ABCE1	RLI, OABP
AK8	FLJ32704
HCG27	BPG299F13.9, BCX101P6.9, BQB115I13.2, FLJ40123
ADAMTS8	METH2, FLJ41712, ADAM-TS8
MAP3K7CL	TAKL, TAK1L, TAKL-1, TAKL-2, TAKL-4
RNU6-277P	
DCTN1	
RPS6P1	
MRP63P8	
GMPPB	KIAA1851
RPL7P36	
RNU6-1331P	
SAA3P	
EFNA2	ELF-1, LERK6
TRNAQ45P	
MTHFD2P6	
KIAA0125P2	HST16041
VN2R8P~WITHDRAWN	
SFTPJ~WITHDRAWN	
CAPS	CAPS1, MGC126562
SPCS3	FLJ22649, SPC22/23, SPC3, YLR066W, PRO3567
TRNAS16	
C3ORF33	FLJ31139, AC3-33
CLIC3	
BOD1	
ASIC2	ASIC2A, BNC1, BNAC1, HBNAC1, MDEG
IFNA21	IFN-ALPHAI
TRAPPC6A	TRS33, MGC2650, HSPC289
TGFBRAP1	TRAP-1, TRAP1
SLC25A6P3	
KCNQ1OT1	KVDMR1, KCNQ1-AS2, KVLQT1-AS, LIT1, NCRNA00012
LYPD5	FLJ30469
SLC7A4	HCAT3, CAT-4, VH
RNU6-726P	
RNA18S3	
GPB~WITHDRAWN	
MIR3607	HSA-MIR-3607
GAS2L3	
ARMCX5-GPRASP2	
LCE3E	LEP17
RNU6-1114P	
TTTY12	TTY11, NCRNA00135
ANKRD50	KIAA1223
LETM1	
MBNL1	KIAA0428, EXP42, EXP40, EXP35, EXP
ADORA2A	RDC8
GPX6	
SLC22A7	NLT, OAT2
KIAA1524	
PNIA2~WITHDRAWN	
RBM15B	HUMAGCGB, OTT3
CCDC79	FLJ35894
NFE2L1	NRF1, LCR-F1, FLJ00380
MIR3925	HSA-MIR-3925
RNU7-37P	U7.37
API3~WITHDRAWN	
CDB2	CDTB
RDH10	SDR16C4
NDUFA5	B13, NUFM, CI-13KD-B, UQOR13, CI-13KB
HMGN3-AS1	
CD36	SCARB3, GPIV, FAT, GP4, GP3B
DYX6	
RNU6-46P	
CDRT7	NCRNA00025, LINC00025
SNORA49	ACA49
CCDC107	MGC31967
EMR3	
IGKC	HCAK1
AQP2L~WITHDRAWN	
RHBDF1	EGFR-RS, FLJ2235, DIST1
RAET1E-AS1	RAET1G-AS1
SAMD7	DKFZP686E1583
RN7SL34P	
FBXO42	KIAA1332, FBX42
RNA28S2	
FRAXF	
EFHB	FLJ25200
PPP1R17	GSBS
DGAT2	
CNOT6	CCR4, KIAA1194
KCTD7	FLJ32069, EPM3, CLN14
HMGB1P26	
RNA5SP118	
TSPAN9-IT1	
SYMPK	SYM, SPK
GH2	GH-V, GHV, GHL, HGH-V
DYT3~WITHDRAWN	
PVALB	D22S749
L3HYPDH	FLJ25436
GPX1	
COX5AP2	
GDID4~WITHDRAWN	
ZNF585A	FLJ23765
FAM115C	FLJ40722
RPS4XP5	
OR52E1	
SLC1A6	EAAT4
ZNF160	HZF5, F11, KR18, HKR18, FLJ00032, KIAA1611
C14ORF16~WITHDRAWN	
FAM221B	
IPP	KLHL27
CCNT2	
VSIG7~WITHDRAWN	
MIR3664	HSA-MIR-3664
MIR873	HSA-MIR-873
MIR92B	HSA-MIR-92B
SOX21	SOX25
EXT3	EXT2
AP2S1	
PCHC1~WITHDRAWN	
MIRLET7B	HSA-LET-7B
HMGB2P1	
BOLA3-AS1	
OR2A17P~WITHDRAWN	
GUCA2B	
CXXC1P1	FLJ36789
NRAMP1~WITHDRAWN	
ZNF300	
SH3BGRL2	
STX19	MGC21382
RPS26P13	
TMSB4XP3	
H3FM~WITHDRAWN	
AA~WITHDRAWN	
RNA45S1	
PRELID1P2	
ZNF808	
MIR5692A2	HSA-MIR-5692A-2
MCU	FLJ46135
MAGEF1	
RNF165	ARKL2
TRNAS30P	
PSAT1P3	
DPPA2	PESCRG1, CT100
ZNF192P1	DJ265C24.4, ZNF389P
ACCPN~WITHDRAWN	
IKBKB	IKK2, NFKBIKB, IKK-BETA, IKKB
MKS1	FLJ20345, POC12, BBS13
ADAM20	
RNU4-43P	
OR6C7P	
KSR1P1	
GLIPR1L1	MGC26856
CGM2~WITHDRAWN	
NPMP3~WITHDRAWN	
TAS2R33	T2R33
HIST1H3PS1	DJ45P21.6, H3F3AP1
OR4A16	OR4A16Q
SERPINE3	
VAMP8	EDB
POLA2	FLJ21662
RPL9P13	
CT47A4	CT47.4
MIR1908	HSA-MIR-1908
LAMS~WITHDRAWN	
RPL10P16	
MROH1	KIAA1833
DUTP1	
FHP1	
SUMO1P2	
EHD3	
MYEOV2	
PACS2	KIAA0602
DEFB132P~WITHDRAWN	
HEBP2	SOUL
CXCL5	ENA-78
SCP2D1	DJ1068E13.2, HSD22
MIR4648	HSA-MIR-4648
ZNF605	
NPIPB3	KIAA0220
CHIT1	CHIT, CHI3
RNF181	HSPC238
MTUS2	TIP150, CAZIP, ICIS
MRPL35	
DCAF13	DKFZP564O0463, GM83, HSPC064
IL5	IL-5, EDF, TRF
RPL26P31	
STK24	MST-3, MST3, MST3B, STK3, STE20
LSS	OSC
C10ORF82	MGC33547, EM:AC016825.4
RN7SKP190	
RNU4-90P	
DHRS4L1	SDR25C4
OR1AB1P	
CYCSP20	HCP20
RNA5SP85	
DTD2	MGC9912
MIR631	HSA-MIR-631
OFD1P16Y	
SPG16	
GOLGA2P1	
FRA1H	
ABCA7	ABCX
RNU6-122P	
TBPL1	TLP, STUD, TRF2, TLF
NEK4P1	
QPRT	QPRTASE
RNU6-541P	
CECR1	ADGF
FSGS1~WITHDRAWN	
RPS4XP12	
HCP5P2~WITHDRAWN	
PHF10	FLJ10975, XAP135
RN7SKP288	
AGTBP~WITHDRAWN	
MIR4678	HSA-MIR-4678
FANCA	FAA, FA-H, FAH
MIR1233-2	HSA-MIR-1233-2
BTF3P3	
HSP90AA2	HSPCA, HSP90ALPHA
MIR3146	HSA-MIR-3146
IL33	DVS27, DKFZP586H0523, NF-HEV, IL1F11
IL17D	IL-22, IL-27, IL-17D, IL27, FLJ30846
PIGO	DKFZP434M222, FLJ00135
IGKVP6~WITHDRAWN	
TPBGL	
IL1RAP	IL-1RACP, IL1R3, C3ORF13
SLC25A15P4	
MTND3P9	
NKTR	P104
IGHV3-23	
RPS24P1	
MRX4	
RN7SL780P	
GOT2	MITAAT, KATIV, KAT4
VN1R65P	
IFT52	CGI-53, NGD5, DJ1028D15.1, NGD2
PHLDA3	TIH1
RNY4P12~WITHDRAWN	
RBMY2TP	
PROSP	
RNY4P17	
SELP	CD62, PSEL, PADGEM, GMP140, CD62P
WDR77	MEP50
MIR4534	HSA-MIR-4534
FHOD1	FHOS
ORW2~WITHDRAWN	
CSAG3	
TACO1	
RPL39P24	
JBTS1~WITHDRAWN	
DEFB109P1	DEFB-9, DEFB109A
RN7SL757P	
MIR4286	HSA-MIR-4286
SNRPGP2	HST2742
HYDIN	DKFZP434D0513, KIAA1864, PPP1R31
MIR1259~WITHDRAWN	
ATP5E	
ATP6V1G1P7	
OR1D6P~WITHDRAWN	
FAM202C~WITHDRAWN	
BTC	
PLP2	A4, A4-LSB, MGC126187
LAMC2	NICEIN-100KDA, KALININ-105KDA, BM600-100KDA
FAM90A20P	
GPBAR1	BG37, GPCR, TGR5, M-BAR, GPCR19, GPR131, MGC40597
RBM43	FLJ45645
LCN10	
TBC1D29	DKFZP434O047
MIR885	HSA-MIR-885
RN7SL436P	
KRT8P18	
DFNA13~WITHDRAWN	
MIR3916	HSA-MIR-3916
TRBV24OR9-2	TRBV24/OR9-2, TCRBV15S2O, TCRBV24S2
RNA5SP177	
RNU4ATAC14P	
PKDREJ	
HK2P1	
SLC18A2	SVMT, SVAT
CTSLP3	
DNM1DN1@~WITHDRAWN	
HNRNPRP1	
ASPSCR1	ASPS, ASPL, UBXD9, UBXN9
RPL21P87	
ENC1	PIG10, ENC-1, TP53I10, KLHL37
ERVH-7	
FTLP19	
HCFC1	HCF-1, HCF1, CFF, VCAF, MGC70925
ARPC3P2	
ANAPC11	HSPC214, APC11, APC11P, MGC882
MIR335	HSA-MIR-335
DNLZ	RP11-413M3.2, ZIM17, BA413M3.2, TIMM15, HEP
C16ORF11	
IGHV3-62	
MYT1L	KIAA1106, NZF1, ZC2HC4B
CCDC71L	FLJ36031
GULP1	CED6, CED-6, GULP
TP53CP~WITHDRAWN	
EP400NL	FLJ33915
RPL36AP29	
RPS3AP37	
SCAX4	
TRAF3IP2	DKFZP586G0522, ACT1, CIKS
RNU6-203P	
RGS18	RGS13
RN7SL623P	
MIR4473	HSA-MIR-4473
SYNE1-AS1	
RPL5P7	
SH3YL1	RAY, DKFZP586F1318
TRAJ35	
MTFR2	
PAGE3	PAGE-3, CT16.6
ADAMTS9-AS1	
RNU4ATAC	RNU4ATAC1
P4HA2-AS1	
MIR644A	HSA-MIR-644
NPIPA7	
KRT8P27	
FADS3	CYB5RP
BPGM	
LTB4R2	BLTR2, BLT2, JULF2, NOP9
LY75-CD302	
MCPH2~WITHDRAWN	
NTM-IT	
APPL2~WITHDRAWN	
CDY23P	
CYP4F36P	CYP4F2-DE12B
RPL9P4	
RNU1-1	RNU1A1, U1, HU1-1, U1A1, HSD1
ABCB10P4	
NCX1~WITHDRAWN	
BRAT1	MGC22916
OR10AH1P	
CMD1J~WITHDRAWN	
TMEM39B	FLJ10315
LDHC	CT32
HOXD10	
C18ORF3~WITHDRAWN	
PRUNE	DRES-17, HTCD37
RNU6-625P	
F2RL2	PAR3
TOMM22P2	
SPATA31A4	OTTHUMG00000066731
KFM	
RN7SL425P	
AHDS~WITHDRAWN	
AQP11	
PACRG-AS1	
MCPH6~WITHDRAWN	
XRCC6P1	
HRG	HRGP, HPRG
NR1I4	CAR2
RPL39P28	
RBMY3AP	SPATA14, RBMY4P, RBMY3P
RNU6-862P	
OR7E133P~WITHDRAWN	
MAP2K1P1	
DNM1P45	DNM1DN12-2
DBIP2	
RNA5SP389	
BMP4	
WBSCR4~WITHDRAWN	
RGAG1	KIAA1318, MART9, MAR9
GLS	KIAA0838, GLS1
CDCA3	TOME-1, GRCC8
TEX28P2	PTEX, CXORF2B
ZNF764	MGC13138
SNAP23	SNAP23A, SNAP23B, HST17016
RPS3P6	
METTL14	KIAA1627
PSMG3	MGC10911, PAC3
GFM1	EFGM, GFM, EGF1
IGKV3-20	
FAM171A2	MGC34829
ACYP1	
UBA5	FLJ23251
OR1R1P	OR17-1
FIBP	FGFIBP
MARCKSP1	
MPRIPP1	
MRPL49P2	
RN7SL325P	
RNA5SP317	
HNRNPA1P10	
RNU11-5P	
MRPS7	MRP-S, RP-S7, RPMS7
PPP1R32	IIIG9, FLJ32771
GPR126	FLJ14937
LINC00630	
HMGB3P23	
PEAR1	JEDI, FLJ00193
HCAR3	HCA3, HM74
RNA5SP154	
TEKT1	
SNORD116-20	HBII-85-20
SLAMF9	CD2F-10, CD84-H1, SF2001
SLC25A17	PMP34
RNU6-903P	
CYP2C18	P450IIC17, CPCI, CYP2C
ON~WITHDRAWN	
MSANTD4	
TIMM10B	TIM9B, TIM10B
MIR523	HSA-MIR-523
CACTP~WITHDRAWN	
PSAT1P1	
MIR548AO	HSA-MIR-548AO
LAKLG	
RNS4I~WITHDRAWN	
RN7SL157P	
RNU6-179P	
SUP45L1~WITHDRAWN	
VKORC1P2	
MIR374B	HSA-MIR-374B
GDI2P1	
RPS20P34	
DFNA20~WITHDRAWN	
DNAJC25-GNG10	
ITGB2	LFA-1, MAC-1
EIF4A2P2	
THC~WITHDRAWN	
PIRC54	
RN7SL208P	
IGLJ3	
CALML6	CAGLP
ACSM2B	HXMA, HYST1046
MIR548A2	HSA-MIR-548A-2
SNX15	
TXNRD2	TR, TRXR2, TR3
DGUOK	DGK
DNASE2B	DLAD
RN7SL332P	
TRNAD9	
RN7SL351P	
PPP1R2P6	
OR7E25P	OR19-C, CIT-B-440L2
A12M3~WITHDRAWN	
NFRKB	DKFZP547B2013, INO80G
PLIN2	ADRP
IGHV3-50	
ATP1AL1~WITHDRAWN	
MACC1	7A5, SH3BP4L
SNORD114-12	14Q(II-12)
FRA7F	
TSC22D1	TSC22, MGC17597
PNKD	DYT8, PDC, DKFZP564N1362, FPD1, MR-1, BRP17, FKSG19, TAHCCP2, KIAA1184, KIPP1184, MGC31943, PKND1
SCKL3	
RNU7-57P	U7.57
CYP2F1	
RNF165-IT1~WITHDRAWN	
CPLX3	CPX-III
RPS27	MPS-1, MPS1, S27
APOOP2	
RGS2	
PROCA1	MGC39650
UPK3BL	UPLP
KLK13	KLK-L4
AVPR3~WITHDRAWN	
ATOX1	HAH1
OR4K7P	
C21ORF33	KNP-IA, GT335, ES1, HES1, D21S2048E, KNPI, KNPH, KNP-I
CLRN2	
AMACR	RACE
NAGLU	NAG
RN7SKP76	
JMJD4	FLJ12517
HMGN2P4	
GK-AS1	
ZNF505~WITHDRAWN	
GPX5	
CXORF23	
FAT1	CDHF7, CDHR8
CLRN1	
RN7SL389P	
RNA5SP50	
ASCL5	BHLHA47
TRMT10C	FLJ20432, MRPP1
HMGB3P29	
PCSK1	PC1, PC3, SPC3
ZNF492	KIAA1473
TM4SF19-TCTEX1D2	
MARCH6	TEB4, MARCH-VI, RNF176
IBD6	
RBFOX2	HNRBP2, FOX-2, HRNBP2
LPC2C~WITHDRAWN	
RPL7AP41	
NPY6R	PP2, NPY1RL, NPY6RP
C2ORF47	DKFZP666A212, FLJ22555
SPD~WITHDRAWN	
RPIAP1	
RN7SL766P	
RNU6-169P	
FBXL4	FBL4, FBL5
UBE2D4	HBUCE1
RPL37P15	
PMS2L6~WITHDRAWN	
LINC00570	NCRNA-A5
TRBV26OR9-2	TRBV26/OR9-2, TCRBV28S2O, TCRBV28S2, TCRBV26S2
C8ORF69~WITHDRAWN	
C9ORF171	FLJ46082
COX7A2P2	COX7AL2
SNORD114-7	14Q(II-7)
TLX1NB	TD1, TDI, APT-B7
PPM1B	PPC2BETAX, PP2CB, PP2CBETA
SCNN1D	ENACDELTA, DNACH
KLF9	
CYP51P3	
CEPT1	
MIR875	HSA-MIR-875
RN7SL629P	
GAGE12B	OTTHUMG00000024142
BTF3L4P1	
KLF8	BKLF3, ZNF741, DXS741
IGLV3-17	
HIST1H2BJ	H2B/R
MBTPS2	S2P
ZNF645	FLJ25735, HAKAIL
DNMBP-AS1	FLJ40792, BA287G8.2
NCEH1	KIAA1363, NCEH
RPL29P29	
DISC2	DISC1-AS1, DISC1OS, NCRNA00015
SLC16A10	TAT1, MCT10
DM2~WITHDRAWN	
SRSF7	9G8, ZCRB2, HSSG1, AAG3, RBM37, ZCCHC20
TRNAG9	
NBR1	CA125, KIAA0049, 1A1-3B
TRIM64DP	
RPUSD1	RLUCL, MGC19600
LEF1	TCF1ALPHA, TCF10, TCF7L3
E2F3P1	
MAP7D1	FLJ10350, FLJ39022
RN7SL121P	
TAP1	PSF1, RING4, D6S114E
ASH1L-IT1	
IL3RA	CD123
NOVA2	ANOVA
MZT2B	FLJ14346, MOZART2B
POF1B	POF, FLJ22792
RN7SL317P	
CYS1	
SF~WITHDRAWN	
USP17L26	
ADAMTSL5	
USP32P2	TL132
RNU6-218P	
SRP72	
RNU5C~WITHDRAWN	
RNU2-67P	
DALRD3	FLJ10496
EYS	DJ1018A4.2, BA166P24.2, SPAM, BA307F22.3, DJ303F19.1, BA74E24.1
CMKAR1~WITHDRAWN	
MIR3184	HSA-MIR-3184
RNU6-1327P	
MRP63P6	
ALDOAP1	
PDSS1	TPT, COQ1
WBP4	FBP21, MGC117310
ABCB10P1	M-ABC2, MABC2
TGIF2LX	
FTHL17	CT38
UTP14C	2700066J21RIK
RN7SL855P	
RPL17P7	
TRIM49D2P	
TRBV4-2	TRBV42, TCRBV4S2, TCRBV7S3A2T
RPS15AP31	
STRN4	ZINEDIN, ZIN
HSPD1P4	HSPD1-5P
HNRNPA3P2	DJ977B1.2
ZMIZ1-AS1	
PMFBP1	
NMBR	
ZFP69	ZKSCAN23A, FLJ16030, ZFP69A, ZSCAN54A
GPR1	
PGAM1P3	
HBE1	HBE
LAMP1P1	
ZBTB26	
PAGE2	MGC62094, PAGE-2, CT16.4
HCG2P1~WITHDRAWN	
RNU6-605P	
RNU6-101P	
TMX4	DJ971N18.2, KIAA1162, PDIA14
DFNB44	
KCTD17	FLJ12242
ASS1P12	
RN7SL234P	
ZNF315P~WITHDRAWN	
SIRPB2	DJ776F14.2
GSM1	
ZNF273	HZF9
RPS23P10	
IRF3	
IGHVIII-76-1	IGHV(III)-76-1
NEK2P4	
SNORD58C	
DIRAS2	DI-RAS2, DKFZP761C07121
RPS24P10	
HDAC1P1	
RPL31P47	
DFNA51~WITHDRAWN	
VTI1BP2	
TCEB2P3	
RPL21P82	
RNA5SP304	
RNA5SP325	
RAD21L1	DJ545L17.2, RAD21L
MIR548Q	HSA-MIR-548Q
RNU6-873P	
TUBB1P2	
EIF4G1	P220, PARK18
TSPAN11	
TXNRD3NB	TR2IT1, TXNRD3NT1
UBASH3A	STS-2, TULA, CLIP4
RNA5SP331	
RPL5P16	
VIPR1	VPAC1, RDC1, HVR1, VPAC1R
LRRTM2	KIAA0416
SLC25A13	CITRIN, ARALAR2
CTSC	DPP1
SOD1P1	
NUP54	
C3CER1	CER1
DHRSX-IT1	DHRSX-IT
ADAD1P1	
VN1R72P	
BDB1~WITHDRAWN	
SPIN3	
C6ORF131~WITHDRAWN	
VN1R53P	
TRAV14DV4	TRAV14/DV4, TCRAV6S1-HDV104S1, HADV14S1
TMEM217	DJ355M6.2
RP14~WITHDRAWN	
CAMKK1	DKFZP761M0423, CAMKKA, MGC34095
TSPEAR	MGC11251, TSP-EAR
ZNF280C	FLJ20095, ZNF633
MIR639	HSA-MIR-639
MIR1276	HSA-MIR-1276
MIR4520A	HSA-MIR-4520A
OR5C1	OR9-F, HRPK-465_F_21
FAM195B	
LINC00086	MGC39606
RAB8B	
SLC21A4~WITHDRAWN	
ARL2BPP2	BCM1040
TNPO1	MIP, TRN, IPO2, MIP1
RNU6-293P	
EID2B	EID-3, FLJ38944
FLOT1	
RPL13P2	DJ599F21.2
MIR5690	HSA-MIR-5690
MATN1-AS1	
RNY3P3	
CAND1	TIP120A, DKFZP434M1414, KIAA0829, TIP120
CFL1	
TMEM256P2	
GOLGA5P1	
IER2	ETR101
ADIPOR1P1	
RPL26P22	
CICP21	
DACT1	DAPPER1, THYEX3, HDPR1, DAPPER, FRODO
PNPLA8	IPLA2G, IPLA2-2, IPLA2GAMMA
KLHL30-AS1	
CSNK1A1	CK1, CK1A, CK1ALPHA, CKIA, CKIALPHA
STK33	
GAD1	
IGF2	FLJ44734
EMR2	CD312
RNU6-938P	
PPIA	CYPA
CHP1	SID470P, CHP, SLC9A1BP, P22, P24
TRNAG24	
RNU7-81P	U7.81
SNORD113-3	14Q(I-3)
EEF1A1P37	
TAAR1	TAR1, TA1
CZP1~WITHDRAWN	
PDE3A	CGI-PDE
KERA	SLRR2B
IQCG	DKFZP434B227
NRBF2P4	
MICU3	DKFZP313A0139
MIR1302-7	HSA-MIR-1302-7
HYAL3	LUCA-3, LUCA14, MINNA14
STXBP5L	KIAA1006, LLGL4
RPL21P129	
FUBP3	
RP29	
PIP4K2C	FLJ22055
INPP5K	SKIP
SNORD73A	U73A, RNU73A
RNF126P1	
XYLT2	XT-II, PXYLT2
ITGAW	
LAMTOR5P1	HBXIPL
TNRC18	CAGL79, TNRC18A, KIAA1856
MTND4P4	
GAS8	
ABCA3	ABC-C, EST111653, LBM180
GLUR6~WITHDRAWN	
NOP14	RES4-25, UTP2
IGHV3-66	
RPL18P7	
ZBTB8OSP2	
AP3S1	
ATP1B3	FLJ29027, CD298
FSD2	RP11-127F21
ADORA2B	
MIR448	HSA-MIR-448
HLA-DXB~WITHDRAWN	
RPL18AP16	
DEFA7P	
DLGAP1	GKAP, SAPAP1, DAP-1
MCDR3	
LCA~WITHDRAWN	
LIN28A	LIN-28, FLJ12457, ZCCHC1, CSDD1
RIMKLBP1	
DNM1DN2@~WITHDRAWN	
ARSD	
FAM8A6P	
SMARCAD1	ETL1, DKFZP762K2015, KIAA1122, DKFZP762K2015
IFNB3~WITHDRAWN	
CORD6~WITHDRAWN	
MRAP2	BA51G5.2
WT1-AS	WIT-1, WT1AS, WT1-AS1
RNU6-154P	
ENO2	
BTBD11	FLJ33957, ABTB2B
MIR3649	HSA-MIR-3649
RPS3AP25	
PIGA	GPI3
CSE1L	CAS, XPO2, CSE1
DOCK6	KIAA1395, ZIR1
MOXD2P	
SS18L2	KIAA-ISO
ACKR3	RDC1, GPR159
SERPINF2	API, ALPHA-2-PI, A2AP, AAP
FAM24A	AC073585.4
LINC00174	
SLC39A9	FLJ11274
CSGALNACT2	GALNACT2, MGC40204, PRO0082, GALNACT-2
HAND2	DHAND, THING2, HED, BHLHA26
GRHL1	LBP-32, MGR
RPS3AP42	
IRS3P	
MIR5190	HSA-MIR-5190
P200~WITHDRAWN	
RN7SKP62	
RNU6-481P	
MEP1AL3~WITHDRAWN	
FRA8B	
PELI2	
UGT2A2	
RNU1-97P	
MIR3156-2	HSA-MIR-3156-2
CMYA5	MYOSPRYN, SPRYD2, DKFZP451G223, TRIM76
MEP1B	
TDO2L1~WITHDRAWN	
LYPLA1	LPL1
UBE2L6	UBCH8
RPL12	L12
RPL39P9	
KIF17	KIAA1405, KIF3X, KIF17B, OSM-3, KLP-2
RNASE12	
CACNA1S	CAV1.1, HYPOPP
TCF20	AR1, SPBP
WDR16	WDRPUH, FLJ37528
PRAMEF25	
TUBB4BP7	
RNA5SP61	
IMPA2	
MZT1	LOC440145, FLJ21869, MGC150539, RP11-11C5.2, MOZART1
GPR112	RP1-299I16, PGR17
HOOK3	HK3
SRSF10	TASR1, TASR2, SRP38, SRRP40, SFRS13, NSSR
HOX1F~WITHDRAWN	
PAPPA	PAPP-A, PAPPA1, IGFBP-4ASE, PAPA, ASBABP2, DIPLA1
C9ORF155~WITHDRAWN	
CREB3L4	AIBZIP, CREB4, CREB3, HJAL, ATCE1
LGCR~WITHDRAWN	
C1QTNF1-AS1	
DFNA32	
RPL10AP6	
TRDV3	HDV103S1
SSU72P4	
ZBED3-AS1	
HLA-DQA1	CELIAC1
DUX4L8	
NEXN-AS1	FLJ90637
RNVU1-8	VU1.8, RNU1-145
UBE4A	UBOX2, UFD2, KIAA0126, E4
BRE	BRCC45, BRCC4
RPL41P1	
MTND2P9	
BCAS2P2	
DDR2	TKT
MIR1293	HSA-MIR-1293
IGHV3OR16-16	IGHV3/OR16-16
COL25A1	
NKX2-1	TTF-1, TTF1
PRYP4	
CTSA	
IWS1	DKFZP761G0123, FLJ10006, FLJ14655, FLJ32319
SNX18P13	
DEFB133	
DES	CMD1I, CSM1, CSM2
MT-TD	TRND
UGT1~WITHDRAWN	
GNL3	C77032, E2IG3, MGC800, NS, NUCLEOSTEMIN
MRX55~WITHDRAWN	
ITI~WITHDRAWN	
CALCOCO2	MGC17318, NDP52
ZFYVE28	KIAA1643
DNAH12L~WITHDRAWN	
DGKD	KIAA0145, DGKDELTA
OFD1P4Y	
RNPS1P1	
HMGN1	FLJ27265, FLJ31471, MGC104230, MGC117425
MFSD6L	FLJ35773
RN7SKP201	
RNU6-323P	
RNA5SP340	
ZNF816-ZNF321P	
RNU6-248P	
RNU6-1208P	
IGHV1-F	IGHV1-F
MTA1	
ABHD17AP4	
TCEB1P8	
FMR3	
PMVK	PMK, PMKA, HUMPMKI
PRR5-ARHGAP8	
LINC00457	
